proper names,NEC+,Designation,HIP,Bayer ID,Simbad spelling,Constellation,Origin,Language,Reference,Date of Adoption,image,image_source,RA,DEC,mag
Adhil,420,HR 390,6411,ξ And,Adhil,And,"From the Arabic word al-dhail, ""the hem of a robe or dress"", used in the Arabic Almagest in describing 49 And and χ And, and transliterated in the Medieval Latin Almagest as adhil. This word was wrongly applied as a star name to ξ And in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,20.58508365,45.52877674,4.868
Alfirk,"8,192",HR 8238,106032,β Cep,Alfirk,Cep,"Applied in recent times from an abbreviation of the pre-Islamic Arabian names kaukaba al-firq (for α and β Cep ), and kawakib al-firq (for α, β , and η Cep). kaukaba and kawakib mean ""two stars"" and ""stars"" (more than two), respectively, but the original Arabic script for al-firq can be vocalized in various ways with various meanings. If the vocalization al-firq is accepted, it means ""the Flock,"" and may refer to a flock of sheep here.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,322.1649869,70.56071519,3.23
Algedi,"7,744",HR 7754,100064,α2 Cap,Algedi,Cap,"Reapplied in recent times (from its older medieval spelling), from the scientific Arabic constellation name al-jady, ""the Kid,"" for Capricornus.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,304.513565,-12.54485212,3.58
Alkalurops,"5,589",HR 5733,75411,μ Boo,Alkalurops,Boo,"The formation of this name begins with one of the words used by Ptolemy to describe this star in the Almagest: κολλόροβον, ""club"", rarely used as ""sphepherd's staff"". This word was transliterated into Arabic as qulurubus, and hence into Latin as calurus. Then in Early Modern times, the derivation of calurus was mistakenly attributed to another Greek word: καλαῦροψ, ""shepherd's staff"". This erroneous word, in its turn, was transliterated into Latin, then Arabicized with the article al-, then its spelling corrupted, to become ""Alkalurops"", which was thereafter applied as a star name to μ Boo.",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,225.408175,37.3771556,4.31
Alnasl,"6,801",HR 6746,88635,γ2 Sgr,Alnasl,Sgr,"Applied in recent times from its late Arabic name al-nasl, ""the Point,"" in turn an abbreviation of the Arabic Almagest's nasl al-sahm, ""the Point of the Arrow.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,271.4520337,-30.42408985,2.99
Alrescha,629,* alf Psc,9487,α Psc,Alrescha,Psc,"From the pre-Islamic Arabian lunar mansion name al-risha', ""the Cord,"" for β And. Wrongly transferred to α Psc in recent times. According to a Arabic source, the pre-Islamic Arabian al-risha' included, in a larger sense, two curving lines of mostly dim stars in Andromeda and Pisces, meant to attach to the pre-Islamic Arabian al-dalw ""the Well Bucket"" (marked by today's Square of Pegasus). It is also possible that this ""cord"" was a remnant of the cord joining the two fish of the older Babylonian zodiac. Indeed, these stars of the cord were alternatively known by the pre-Islamic Arabians as al-hut, ""the Fish"" (a single fish), corresponding to what in other cultures was Pisces among the zodiacal signs (and according to this tradition, the Fish's brightest star, β And, was batn al-hut, ""the Fish's Belly"").",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,30.51125939,30.51175823,2.763811289
Alshain,"7,592",HR 7602,98036,β Aql,Alshain,Aql,"Applied in recent times (with a misreading in the second word) from abbreviating the Persian asterism name shahin-i tarazu, ""the Scale Beam,"" for α, β and γ Aql. The Persian name, in turn, was a medieval translation of these stars' pre-Islamic Arabian name al-mizan, ""the Balance"" (said to be a popular name for the pre-Islamic Arabians al-nasr al-ti'ir listed under α Aql).",Persian,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,298.8283035,6.406764234,3.71
Altais,"7,294",HR 7310,94376,δ Dra,Altais,Dra,"Applied in recent times from a misreading of the script for the Arabic constellation name al-tinnin, ""the Serpent,"" as it appeared incorrectly in a late Arabic star catalog, as part of the name for δ Dra. (The incorrect word, al-tais, is a real word in Arabic meaning ""the He-goat,"" however it was never used by the pre-Islamic Arabians in stellar nomenclature. Furthermore, in the same Arabic source, in the name of ε Dra [formed parallel to that of δ Dra], the word was correctly written al-tinnin.)",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,288.1387557,67.66153866,3.07
Alya,"7,166",* tet Ser,92946,θ1 Ser,Alya,Ser,"From the Arabic word alya, naming the fatty tail of a breed of Eastern sheep. In Early Modern times this word was erroneously proposed as the origin of Alioth, a Medieval Latin name for ε UMa. The erroneous ""Alya"" was applied as a star name to θ Ser in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,284.0549467,4.203606136,4.57
Asterope,"1,192",HR 1151,17579,21 Tau,Asterope,Tau,"These names were individually applied in Early Modern times from a family of characters in Greek mythology: Atlas, Pleione and their seven daughters, the Pleiades.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,wiki,56.47698521,24.55450992,5.76
Atlas,"1,221",HR 1178,17847,27 Tau,Atlas,Tau,"These names were individually applied in Early Modern times from a family of characters in Greek mythology: Atlas, Pleione and their seven daughters, the Pleiades.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,57.29059607,24.05341713,3.63
Biham,"8,431",HR 8450,109427,θ Peg,Biham,Peg,"Applied in recent times from an abbreviation of the pre-Islamic Arabian name sa'd al-biham, for θ and ν Peg. A possible meaning for the name is ""the Lucky (Stars) of the Young Beasts [lambs, kids, and the like],"" but the exact historical connections are unknown.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,332.5499526,6.197921588,3.55
Cebalrai,"6,649",HR 6603,86742,β Oph,Cebalrai,Oph,"Applied in recent times from its pre-Islamic Arabian name kalb al-ra'i, ""the Shepherd's Dog"" (in other traditions α Her and 28/29 Cep are given the same name). This dog, together with the shepherd (marked by α Oph), and the two lines of stars enclosing the Pasture, and all the dim stellar sheep in that portion of the sky (al-ghanam or al-aghnam for the sheep), seem to form a complete group of pre-Islamic Arabian figures.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,265.868133,4.567303668,2.75
Celaeno,"1,180",HR 1140,17489,16 Tau,Celaeno,Tau,"These names were individually applied in Early Modern times from a family of characters in Greek mythology: Atlas, Pleione and their seven daughters, the Pleiades.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,56.20089557,24.28946759,5.46
Dabih,"7,771",HR 7776,100345,β1 Cap,Dabih,Cap,"Applied in recent times from the pre-Islamic Arabian lunar mansion name sa'd aldhabih, for α and β Cap. Possible meanings for the name are ""the Lucky (Stars) of the Slaughterer,"" or, ""Sa'd, the Slaughtering One"" (this last using Sa'd as an unspecified proper name). However the exact historical connections are unknown.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,305.2527775,-14.7814076,3.08
Diphda,221,HR 188,3419,β Cet,Diphda,Cet,"Applied in recent times from an abbreviation of its pre-Islamic Arabian name al-difdi' al-thani, ""the Second Frog"" (a PsA was the pre-Islamic Arabians' ""First Frog,"" al-difdi' al-awwal).",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,10.89737874,-17.98660632,2.01
Dschubba,"5,964",HR 5953,78401,δ Sco,Dschubba,Sco,"Applied in recent times from an abbreviation of the name for the Arabic Almagest period jabhat al-'aqrab, ""the Scorpion's Forehead,"" for β, δ, and π Sco.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,240.0833554,-22.62170643,2.32
Electra,"1,182",HR 1142,17499,17 Tau,Electra,Tau,"These names were individually applied in Early Modern times from a family of characters in Greek mythology: Atlas, Pleione and their seven daughters, the Pleiades.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,56.21890454,24.11333785,3.7
Eltanin,"6,733",HR 6705,87833,γ Dra,Eltanin,Dra,"Applied in Early Modern times from the Arabic constellation name al-tinnīn, “the serpent”, for Draco.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,269.1515412,51.48889562,2.23
Hadar,"5,274",HR 5267,68702,β Cen,Hadar,Cen,"From some pre-Islamic Arabian name hadari (an untranslated proper name), for one of a pair of stars, the other one being al-wazn. Sci-A authors ventured to identify these stars as α/β Cen or α/β Col, but exactly what two stars were originally intended, and the significance of their names, is unknown. ""Hadar"" was arbitrarily applied to β Cen in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,210.9558556,-60.37303516,0.58
Homam,"8,613",HR 8634,112029,ζ Peg,Homam,Peg,"Applied in recent times from an abbreviation of the pre-Islamic Arabian name sa'd al-humam, for ζ and ξ Peg. A possible meaning for the name is ""the Lucky (Stars) of the Hero,"" but the exact historical connections are unknown.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,340.365503,10.83136331,3.41
Izar,"5,488",HR 5506,72105,ε Boo,Izar,Boo,"Applied in recent times from the Arabic word izwar, ""girdle"" or ""loin cloth"", being a later version of the original term al-mi)zar used in the Arabic Almagest in describing this star.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,221.2467398,27.07422232,2.45
Kitalpha,"8,114",HR 8131,104987,α Equ,Kitalpha,Equ,"Applied in recent times from the Arabic constellation name qit'at al-faras, ""the Section of the Horse,"" for Equuleus. Ptolemy had Ἵππου Προτομή, ""the First Half of the Horse,"" for the constellation, because it shows only half the figure (as with the constellations Taurus, Pegasus, and the Greek ship Argo).",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,318.9559882,5.247891952,3.933
Kornephoros,"6,156",HR 6148,80816,β Her,Kornephoros,Her,"From the Greek word κορυνηφόρος, ""club-bearer"", mentioned in one Early Modern study as a name for the constellation Hercules. Properly it is of mythological rather than astronomical significance, for Ptolemy's constellation here was ""the Kneeler"", described without a club. ""Kornephoros"" was applied as a star name in recent times.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,247.5550013,21.48961075,2.77
Lesath,"6,559",HR 6508,85696,υ Sco,Lesath,Sco,"The formation of this name begins with the Greek term ""(foggy) conglomeration,"" used by Ptolemy in the Tetrabiblos in describing several nebulous sky objects (in the present case, probably the open cluster M7). Ptolemy's term was translated by the Arabs as al-latkha, ""the Spot."" This word in turn became transliterated and corrupted in Medieval Latin to alascha, which was used in astrological texts in connection with Scorpius' tail. In Early Modern times, the derivation of alascha was erroneously attributed to the Arabic word las'a, ""sting, or bite (of a poisonous animal),"" rather than to al-latkha. Subsequently the erroneous word, written as ""Lesath,"" was applied as a star name to u Sco (and in recent times, also to λ Sco).",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,262.690988,-37.29581348,2.65
Matar,"8,625",HR 8650,112158,η Peg,Matar,Peg,"Applied in recent times from an abbreviation of the pre-Islamic Arabian name sa'd matar for η and o Peg. Its meaning is unknown. matar has been translated as ""rain,"" and as a common noun in Arabic, al-matar does mean ""the rain."" However, lack of the definitive article al- for the star points to a use of the word in a sense different from the common noun.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,340.7505369,30.22121471,2.95
Menkent,"5,287",HR 5288,68933,θ Cen,Menkent,Cen,"Applied in recent times and possibly coined from the Arabic word mankib, ""shoulder"" (in some recent transliterations: menkib; Ptolemy described this star on the right ""shoulder"" of the Centaur), plus the Latinized ""Kentaurus"" for the Arabic constellation name qanturis. Hence this name could be of similar construction to the abbreviation for α Cen: ""Rigil Kent.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,211.6706147,-36.36995474,2.05
Mesarthim,584,* gam Ari,,γ2 Ari,Mesarthim,Ari,"The formation of this name begins with the Arabic lunar mansion name al-sharatan, for β and γ Ari. From the numerous medieval lists of the Arabic lunar mansions (all in Latin transliteration), the Early Modern scholar Johannes Bayer grasped the form Sartai, and used it for the three brighter stars α, β and γ Ari. Bayer also erroneously explained Sartai as from the Hebrew word mesharethim, ""servants"", rather than from al-sharatan. Subsequently, Bayer's erroneous word, written as ""Mesarthim"", was applied as a star name.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/08/21,,,28.38256,19.293852,4.75
